epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
29,496.607,0.09176,0.99687,1,2.08535,0.000466599,0.000466599,0.000466599
30,513.667,0.08637,0.99844,1,2.08613,0.000457763,0.000457763,0.000457763
31,530.526,0.08777,0.99844,1,2.08594,0.000448928,0.000448928,0.000448928
32,547.11,0.11161,0.99375,1,2.09121,0.000440092,0.000440092,0.000440092
33,564.309,0.08966,0.99219,1,2.08828,0.000431256,0.000431256,0.000431256
34,580.972,0.08722,1,1,2.0834,0.00042242,0.00042242,0.00042242
35,598.111,0.10959,0.99687,1,2.08379,0.000413584,0.000413584,0.000413584
36,615.539,0.07926,1,1,2.08105,0.000404749,0.000404749,0.000404749
37,632.554,0.07227,0.99687,1,2.0832,0.000395913,0.000395913,0.000395913
38,649.67,0.07402,0.99844,1,2.08184,0.000387077,0.000387077,0.000387077
39,666.646,0.05689,1,1,2.0791,0.000378242,0.000378242,0.000378242
40,683.637,0.0613,1,1,2.07988,0.000369406,0.000369406,0.000369406
41,700.714,0.06838,0.99844,1,2.08145,0.00036057,0.00036057,0.00036057
42,717.774,0.05551,1,1,2.07988,0.000351734,0.000351734,0.000351734
43,735.02,0.06958,1,1,2.08418,0.000342899,0.000342899,0.000342899
44,752.098,0.05849,1,1,2.08027,0.000334063,0.000334063,0.000334063
45,768.629,0.061,1,1,2.0791,0.000325227,0.000325227,0.000325227
46,785.612,0.05217,0.99844,1,2.08008,0.000316391,0.000316391,0.000316391
47,802.597,0.0763,1,1,2.07969,0.000307555,0.000307555,0.000307555
48,819.637,0.0684,1,1,2.08145,0.00029872,0.00029872,0.00029872
49,836.687,0.05916,0.99844,1,2.08086,0.000289884,0.000289884,0.000289884
50,854.461,0.05718,1,1,2.07969,0.000281048,0.000281048,0.000281048
51,871.492,0.05184,1,1,2.0791,0.000272212,0.000272212,0.000272212
52,888.464,0.03592,1,1,2.0793,0.000263377,0.000263377,0.000263377
53,906.277,0.04017,1,1,2.07812,0.000254541,0.000254541,0.000254541
54,923.024,0.04091,1,1,2.07832,0.000245705,0.000245705,0.000245705
55,940.575,0.03206,1,1,2.07852,0.000236869,0.000236869,0.000236869
56,957.613,0.03635,1,1,2.07852,0.000228034,0.000228034,0.000228034
57,974.908,0.0303,1,1,2.0791,0.000219198,0.000219198,0.000219198
58,992.084,0.03178,1,1,2.0791,0.000210362,0.000210362,0.000210362
59,1009.11,0.02588,1,1,2.07832,0.000201527,0.000201527,0.000201527
60,1026.32,0.02461,1,1,2.07812,0.000192691,0.000192691,0.000192691
61,1043.68,0.03603,1,1,2.07812,0.000183855,0.000183855,0.000183855
62,1060.59,0.02796,1,1,2.07832,0.000175019,0.000175019,0.000175019
63,1077.96,0.03526,1,1,2.07812,0.000166183,0.000166183,0.000166183
64,1095.07,0.02208,1,1,2.07812,0.000157348,0.000157348,0.000157348
65,1112.43,0.03185,1,1,2.07832,0.000148512,0.000148512,0.000148512
66,1129.72,0.02425,1,1,2.07812,0.000139676,0.000139676,0.000139676
67,1146.84,0.03135,1,1,2.07812,0.000130841,0.000130841,0.000130841
68,1164.55,0.03452,1,1,2.07812,0.000122005,0.000122005,0.000122005
69,1181.86,0.02434,1,1,2.07812,0.000113169,0.000113169,0.000113169
70,1199.39,0.02552,1,1,2.07812,0.000104333,0.000104333,0.000104333
71,1215.99,0.02657,1,1,2.07812,9.54975e-05,9.54975e-05,9.54975e-05
72,1233.63,0.02167,1,1,2.07812,8.66618e-05,8.66618e-05,8.66618e-05
73,1250.67,0.02954,1,1,2.07812,7.7826e-05,7.7826e-05,7.7826e-05
74,1267.85,0.02452,1,1,2.07812,6.89903e-05,6.89903e-05,6.89903e-05
75,1284.65,0.02963,1,1,2.07812,6.01545e-05,6.01545e-05,6.01545e-05
76,1301.2,0.02635,1,1,2.07812,5.13187e-05,5.13187e-05,5.13187e-05
77,1318.15,0.02747,1,1,2.07812,4.2483e-05,4.2483e-05,4.2483e-05
78,1335.16,0.02148,1,1,2.07812,3.36472e-05,3.36472e-05,3.36472e-05
79,1352.39,0.0203,1,1,2.07812,2.48115e-05,2.48115e-05,2.48115e-05
80,1369.39,0.01418,1,1,2.07812,1.59757e-05,1.59757e-05,1.59757e-05
